CONSECUTIVO,LETRA,CATALOG_KEY,NOMBRE,CODIGOX,LSEX,LINF,LSUP,TRIVIAL,ERRADICADO,N_INTER,NIN,NINMTOBS,COD_SIT_LESION,NO_CBD,CBD,NO_APH,AF_PRIN,DIA_SIS,CLAVE_PROGRAMA_SIS,COD_COMPLEMEN_MORBI,DEF_FETAL_CM,DEF_FETAL_CBD,CLAVE_CAPITULO,CAPITULO,LISTA1,GRUPO1,LISTA5,RUBRICA_TYPE,YEAR_MODIFI,YEAR_APLICACION,VALID,PRINMORTA,PRINMORBI,LM_MORBI,LM_MORTA,LGBD165,LOMSBECK,LGBD190,NOTDIARIA,NOTSEMANAL,SISTEMA_ESPECIAL,BIRMM,CVE_CAUSA_TYPE,CAUSA_TYPE,EPI_MORTA,EDAS_E_IRAS_EN_M5,CSVE_MATERNAS_SEED_EPID,EPI_MORTA_M5,EPI_MORBI,DEF_MATERNAS,ES_CAUSES,NUM_CAUSES,ES_SUIVE_MORTA,ES_SUIVE_MORB,EPI_CLAVE,EPI_CLAVE_DESC,ES_SUIVE_NOTIN,ES_SUIVE_EST_EPI,ES_SUIVE_EST_BROTE,SINAC,PRIN_SINAC,PRIN_SINAC_GRUPO,DESCRIPCION_SINAC_GRUPO,PRIN_SINAC_SUBGRUPO,DESCRIPCION_SINAC_SUBGRUPO,DAGA,ASTERISCO
1116,C,C41,"TUMOR MALIGNO DE LOS HUESOS Y DE LOS CARTÍLAGOS ARTICULARES, DE OTROS SITIOS Y DE SITIOS NO ESPECIFICADOS",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,NA,NO,NO,NO,02,"II    TUMORES (NEOPLASIAS)",046,026,069,NO,NO,NO,SI,049K,049K,NO,NO,NO,88,NO,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,000,NO,NO,NO,NO,NO,NO
1117,C,C410,"TUMOR MALIGNO DE LOS HUESOS DEL CRÁNEO Y DE LA CARA",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,069,NO,NO,NO,SI,049K,049K,11A,11A,78,88,78,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1118,C,C411,"TUMOR MALIGNO DEL HUESO DEL MAXILAR INFERIOR",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,069,NO,NO,NO,SI,049K,049K,11A,11A,78,88,78,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1119,C,C412,"TUMOR MALIGNO DE LA COLUMNA VERTEBRAL",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,069,NO,NO,NO,SI,049K,049K,11A,11A,78,88,78,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1120,C,C413,"TUMOR MALIGNO DE LA COSTILLA, ESTERNÓN Y CLAVÍCULA",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,069,NO,NO,NO,SI,049K,049K,11A,11A,78,88,78,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1121,C,C414,"TUMOR MALIGNO DE LOS HUESOS DE LA PELVIS, SACRO Y CÓCCIX",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,069,NO,NO,NO,SI,049K,049K,11A,11A,78,88,78,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1122,C,C418,"LESIÓN DE SITIOS CONTIGUOS DEL HUESO Y DEL CARTÍLAGO ARTICULAR",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,069,NO,NO,NO,SI,049K,049K,11A,11A,78,88,78,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1123,C,C419,"TUMOR MALIGNO DEL HUESO Y DEL CARTÍLAGO ARTICULAR, NO ESPECIFICADO",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,069,NO,NO,NO,SI,049K,049K,11A,11A,78,88,78,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1124,C,C43,"MELANOMA MALIGNO DE LA PIEL",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,NA,NO,NO,NO,02,"II    TUMORES (NEOPLASIAS)",035,026,070,NO,NO,NO,SI,049L,049L,NO,NO,NO,16,NO,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,000,NO,NO,NO,NO,NO,NO
1125,C,C430,"MELANOMA MALIGNO DEL LABIO",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",035,026,070,NO,NO,NO,SI,049L,049L,11B,11B,69,16,69,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,999,NO,NO,NO,NO,NO,NO
1126,C,C431,"MELANOMA MALIGNO DEL PÁRPADO, INCLUIDA LA COMISURA PALPEBRAL",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",035,026,070,NO,NO,NO,SI,049L,049L,11B,11B,69,16,69,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,999,NO,NO,NO,NO,NO,NO
1127,C,C432,"MELANOMA MALIGNO DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",035,026,070,NO,NO,NO,SI,049L,049L,11B,11B,69,16,69,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,999,NO,NO,NO,NO,NO,NO
1128,C,C433,"MELANOMA MALIGNO DE LAS OTRAS PARTES Y LAS NO ESPECIFICADAS DE LA CARA",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",035,026,070,NO,NO,NO,SI,049L,049L,11B,11B,69,16,69,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,999,NO,NO,NO,NO,NO,NO
1129,C,C434,"MELANOMA MALIGNO DEL CUERO CABELLUDO Y DEL CUELLO",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",035,026,070,NO,NO,NO,SI,049L,049L,11B,11B,69,16,69,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,999,NO,NO,NO,NO,NO,NO
1130,C,C435,"MELANOMA MALIGNO DEL TRONCO",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",035,026,070,NO,NO,NO,SI,049L,049L,11B,11B,69,16,69,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,999,NO,NO,NO,NO,NO,NO
1131,C,C436,"MELANOMA MALIGNO DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",035,026,070,C,"2003 CORRECCION TITULO",2003,SI,049L,049L,11B,11B,69,16,69,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,999,NO,NO,NO,NO,NO,NO
1132,C,C437,"MELANOMA MALIGNO DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",035,026,070,C,"2003 CORRECCION TITULO",2003,SI,049L,049L,11B,11B,69,16,69,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,999,NO,NO,NO,NO,NO,NO
1133,C,C438,"MELANOMA MALIGNO DE SITIOS CONTIGUOS DE LA PIEL",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",035,026,070,NO,NO,NO,SI,049L,049L,11B,11B,69,16,69,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,999,NO,NO,NO,NO,NO,NO
1134,C,C439,"MELANOMA MALIGNO DE PIEL, SITIO NO ESPECIFICADO",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",035,026,070,NO,NO,NO,SI,049L,049L,11B,11B,69,16,69,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,999,NO,NO,NO,NO,NO,NO
1135,C,C44,"OTROS TUMORES MALIGNOS DE LA PIEL",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,NA,NO,NO,NO,02,"II    TUMORES (NEOPLASIAS)",046,026,071,NO,NO,NO,SI,049,049,NO,NO,NO,16,NO,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,SI,251,NO,NO,NO,NO,NO,NO,NO,NO,000,NO,NO,NO,NO,NO,NO
1136,C,C440,"TUMOR MALIGNO DE LA PIEL DEL LABIO",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,071,NO,NO,NO,SI,049,049,11C,11C,69,16,69,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,SI,251,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1137,C,C441,"TUMOR MALIGNO DE LA PIEL DEL PÁRPADO, INCLUIDA LA COMISURA PALPEBRAL",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,071,NO,NO,NO,SI,049,049,11C,11C,69,16,69,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,SI,251,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1138,C,C442,"TUMOR MALIGNO DE LA PIEL DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,071,NO,NO,NO,SI,049,049,11C,11C,69,16,69,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,SI,251,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1139,C,C443,"TUMOR MALIGNO DE LA PIEL DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,071,NO,NO,NO,SI,049,049,11C,11C,69,16,69,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,SI,251,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1140,C,C444,"TUMOR MALIGNO DE LA PIEL DEL CUERO CABELLUDO Y DEL CUELLO",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,071,NO,NO,NO,SI,049,049,11C,11C,69,16,69,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,SI,251,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1141,C,C445,"TUMOR MALIGNO DE LA PIEL DEL TRONCO",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,071,NO,NO,NO,SI,049,049,11C,11C,69,16,69,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,SI,251,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1142,C,C446,"TUMOR MALIGNO DE LA PIEL DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,071,NO,NO,NO,SI,049,049,11C,11C,69,16,69,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,SI,251,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1143,C,C447,"TUMOR MALIGNO DE LA PIEL MIEMBRO INFERIOR, INCLUIDA LA CADERA",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,071,NO,NO,NO,SI,049,049,11C,11C,69,16,69,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,SI,251,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1144,C,C448,"LESIÓN DE SITIOS CONTIGUOS DE LA PIEL",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,071,NO,NO,NO,SI,049,049,11C,11C,69,16,69,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,SI,251,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1145,C,C449,"TUMOR MALIGNO DE LA PIEL, SITIO NO ESPECIFICADO",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,071,NO,NO,NO,SI,049,049,11C,11C,69,16,69,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,SI,251,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1146,C,C45,MESOTELIOMA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,NA,NO,NO,NO,02,"II    TUMORES (NEOPLASIAS)",046,026,072,NO,NO,NO,SI,049N,049N,NO,NO,NO,88,NO,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,000,NO,NO,NO,NO,NO,NO
1147,C,C450,"MESOTELIOMA DE LA PLEURA",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,072,NO,NO,NO,SI,049N,049N,11E,11E,78,88,78,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1148,C,C451,"MESOTELIOMA DEL PERITONEO",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,072,NO,NO,NO,SI,049N,049N,11E,11E,78,88,78,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1149,C,C452,"MESOTELIOMA DEL PERICARDIO",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,072,NO,NO,NO,SI,049N,049N,11E,11E,78,88,78,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1150,C,C457,"MESOTELIOMA DE OTROS SITIOS ESPECIFICADOS",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,072,NO,NO,NO,SI,049N,049N,11E,11E,78,88,78,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1151,C,C459,"MESOTELIOMA, DE SITIO NO ESPECIFICADO",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,072,NO,NO,NO,SI,049N,049N,11E,11E,78,88,78,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1152,C,C46,"SARCOMA DE KAPOSI",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,NA,NO,NO,NO,02,"II    TUMORES (NEOPLASIAS)",046,026,072,NO,NO,NO,SI,049N,049N,NO,NO,NO,88,NO,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,000,NO,NO,NO,NO,NO,NO
1153,C,C460,"SARCOMA DE KAPOSI DE LA PIEL",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,072,NO,NO,NO,SI,049N,049N,11E,11E,78,88,78,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1154,C,C461,"SARCOMA DE KAPOSI DEL TEJIDO BLANDO",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,072,NO,NO,NO,SI,049N,049N,11E,11E,78,88,78,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1155,C,C462,"SARCOMA DE KAPOSI DEL PALADAR",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,072,NO,NO,NO,SI,049N,049N,11E,11E,78,88,78,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1156,C,C463,"SARCOMA DE KAPOSI DE LOS GANGLIOS LINFÁTICOS",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,072,NO,NO,NO,SI,049N,049N,11E,11E,78,88,78,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1157,C,C467,"SARCOMA DE KAPOSI DE OTROS SITIOS ESPECIFICADOS",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,072,NO,NO,NO,SI,049N,049N,11E,11E,78,88,78,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1158,C,C468,"SARCOMA DE KAPOSI DE MÚLTIPLES ÓRGANOS",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,072,NO,NO,NO,SI,049N,049N,11E,11E,78,88,78,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1159,C,C469,"SARCOMA DE KAPOSI DE SITIO NO ESPECIFICADO",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,072,NO,NO,NO,SI,049N,049N,11E,11E,78,88,78,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1160,C,C47,"TUMOR MALIGNO DE LOS NERVIOS PERIFÉRICOS Y DEL SISTEMA NERVIOSO AUTÓNOMO",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,NA,NO,NO,NO,02,"II    TUMORES (NEOPLASIAS)",046,026,072,NO,NO,NO,SI,049N,049N,NO,NO,NO,88,NO,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,000,NO,NO,NO,NO,NO,NO
1161,C,C470,"TUMOR MALIGNO DE LOS NERVIOS PERIFÉRICOS DE LA CABEZA, CARA Y CUELLO",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,072,NO,NO,NO,SI,049N,049N,11E,11E,78,88,78,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1162,C,C471,"TUMOR MALIGNO DE LOS NERVIOS PERIFÉRICOS DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,072,NO,NO,NO,SI,049N,049N,11E,11E,78,88,78,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1163,C,C472,"TUMOR MALIGNO DE LOS NERVIOS PERIFÉRICOS DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,072,NO,NO,NO,SI,049N,049N,11E,11E,78,88,78,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1164,C,C473,"TUMOR MALIGNO DE LOS NERVIOS PERIFÉRICOS DEL TÓRAX",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,072,NO,NO,NO,SI,049N,049N,11E,11E,78,88,78,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
